package_name,review,polarity
com.twitter.android, why is there so much space? there is so much white space and everything is so spaced out. also the notifications are always late.,0
com.twitter.android, dont download not enough trump memes too much netflix and chill (stop already please). if you are looking for dumb girls that tweet everything that goes through their heads then this app is for you. #blessup,0
com.twitter.android," good ui ux and helpful in governance looking the fact that indian government specially indian railway and its officials are using twitter app rigorously for assistance and services , i am installing it. twitter is changing the way of governance in world's biggest democracy india. team twitter should also look to make twitter better and friendly for governance point of view, if any possibility persists for same.",0
com.twitter.android, awsome great  type of social media nothing wrong with it it used to crash on my phone but since the update its doesnt even lag a bit pleaz get,0
com.twitter.android," videos and notifications my videos haven't been working for a long time on this app. whenever i try to watch a video someone else has posted, its black and white and all glitchy. i sometimes have no way of fixing it. next, i haven't been getting notifications in the app. i get them on my status bar, but when i go on the app i don't get a little number by the bell.",0
com.twitter.android, following back it doesn't let me follow people that have followed me back.. and also the amount of people following and followers is also incorrect.... overall it is a live appp,0
com.twitter.android," notifications not working i don't get notify about anything, new followers, retweet, likes. non of that and yes i've enabled all the notifications in the settings but nothing happened :(",0
com.twitter.android, can you say ads every time i open a tweet there's an ad sitting at the bottom. they appear ridiculously frequently throughout my feed. i get that developers are trying to make a living but come on this is so excessive,0
com.twitter.android, needs an actual update! twitter slows down. tweets continue to not even send. it takes a long time to load a tweet and the timeline. i have to use the moblie site version to actually use twitter.,0
com.twitter.android," please include membership when viewing lists. i'm on samsung android, and i don't know if this applies with android users in general, but this app version doesn't seem to include the option of seeing what member a user belongs to in viewing lists. it's available on web browser though. please consider including members of list option in the app.",0
com.twitter.android, account creation issue i tried to create an account but it keeps saying can't create an account at this time,0
com.twitter.android,"  after observation of all above things v should be hated all that which is outof humanity, n moral ways of  loves on nature's beauty sweety n every mracles  l were created by allahsubhanahutallah  hence v  loves all morally behave  with everyone for deen duniyan n aakhirat for suxess..for all  that  v will get that output  only;  ;for what v  invested input  for the same.",0
com.twitter.android," its nice ... accecesible where mobile mobie data is or wi-fi if accesible so that if are are in in trouble of any sor,anyttime we can immediatetely tweet which reaches to near n dear ones & other thousands of ther too on the web........ helpful in many ways !!!",0
com.twitter.android," poor customer service the heart button crashes the app whenever i hit it. hasn't been fixed ever since its introduction. within weeks my rate dropped to 1 star, unfortunately",0
com.twitter.android," really great! twitter is an amazing app which i use frequently each day. i do have problems with it though. [this is personal preference] whenever i refresh the page, it gives me a tweet with the subtext [twitter name] follows [twitter name] and it happens every time i refresh, so can you only do it once since it clogs my feed with it whenever i want to see new tweets? othe than that its fine.",0
com.twitter.android," notification so much update in a every week, but notification still suck. it stuck when app destroyed by system and won't appear when app started. why?",0
com.twitter.android, love it you are able to see celebrity tweets and get info you didn't know... i love it,1
com.twitter.android," so much room for improvement... the twitter app has been around for several years and yet it still hasn't lived up to its full potential. here's an example: how don't we have the capability to save gifs and videos? not only that, but it'd be cool if we can customize and have different layouts and appearances. simple updates like those would make this app so much better, not lame ones like changing favorites to likes. hopefully these ideas can be considered for 2016.",0
com.twitter.android," ads placement is anoying we know ads was one of your source of income, but placing ads in replies is taking anoying and greed to another level. facebook had more ads, but have you ever see them in the comments section?",0
com.twitter.android," i hated it i am able to log in successfully but after some days ,  there comes the message saying - unfortunately twitter has stopped. first time i let it go then again the next day comes the same message. i reported then again let it go. then the next day comes again the same message. i can't tolerate it this message comes more than 15 times a day. when i start browsing on twitter, there comes again . truly why are you creating this type of stupid social networking sites if it is nawt useful ?",0
com.twitter.android, still not background refreshing despite the daily updates this had been working well until a recent version. it no longer refreshes in the background and therefore is very slow to load when i open the app. stop updating things that used to work.,0
com.twitter.android," could be so much better if they'd stop making unneeded changes. while i love twitter, i hate that there is no paid service to remove ads. also there should be a quicker way to access your lists (like a shortcut on the home screen to a specific list would be awesome) and also i've heard that twitter is testing a non-chronological timeline. that is the worst idea ever. if that is implemented without a way to turn it off, i won't use twitter anymore. honestly, if third party apps had push notifications, i wouldn't use the official app at all. oh, and moments is dumb.",0
com.linkedin.android,  the new app looks great and is very easy to use. however it is missing important features such as endorsing connections or writing recommendations. furthermore i hate the fact that job search is now in a separate app. why do i have to download 2 apps?,0
com.linkedin.android," bugs with contact syncing very frustrated. after having this app work fine for a couple years, i get an update that screwed up my contacts. i've read others' comments and the supposed solutions, including uninstalling and reinstalling the app. for a brief few hours last night, it appeared to re-sync my linkedin contacts back to my phone contacts. today, gone again. in any case, even when the contacts came back, all my previously set up shortcuts to those contacts were disabled. can you fix this linkedin? i use a samsung galaxy 3s.",0
com.linkedin.android, unexpected! the new update doesn't let you change your profile pic. and the profile pic can't be seen properly after selecting. fix it!,0
com.linkedin.android,"  agree with new ui being too much like fb. also, there is literally no way to modify the app settings. the only option given is to view your linkedin apps. why was this removed? major necessity when you're getting spammed everytime someone posts an update.",0
com.linkedin.android," issues setting up. works fine now had issues with registering verification email initially. eventually did it via the browser than the app. the app works fine now once set up, do like it.",0
com.linkedin.android," sort it out why can i not get my networks posts in recent order on my mobile app? on my pc it happens, why am i looking at post from 1day ago before  posts say happening 1 hour ago? this is so annoying, how do you sort it out? also your help centre on mobile  is not working hence i have had to resort to this. what is going on?",0
com.linkedin.android," samsung note 4 - awesome business platform! please consider adding an edit option in addition to delete for our posts. just in case we'd like to correct a mistake, rather than delete the whole thing.",0
com.linkedin.android,"  new version makes it harder to use linkedin especially find the groups you subscribe to and comment in them.  submitting issues doesn't seem to work in the mobile app, the submit button is never enabled. this last update was a loser!",0
com.linkedin.android," great code but arrogant company linkedin should be proper stewards of the database they have created. and ensure their customers get optimum use. too many gotchas; no cut and paste from messages, closed api's, etc. pretty narrow minded.",0
com.linkedin.android," better user interface, worse quality the user interface is definitely better now but at the same time there is a bug concerning synchronising the contacts with the phone contacts, and even when that bug got fixed the contact photo doesn't get shown any more in contrary to previous releases!!!",0
com.linkedin.android," don't like the new look looks like a cheap dating site now. professional vibe is gone, poor facebook knockoff is here to stay. it's not just the aesthetics but the design as well. simple things, like viewing my connections or viewers, require more time, more taps, and more effort than before. others' connections are listed seemingly randomly, making it arduous to find anyone. it's worse on iphone, where speed is at a snail's pace. linkedin has lost its identity, and if it continues in this direction, it will lose its userbase too.",0
com.linkedin.android," no respect for privacy linkedin takes advantage of how android manages permissions as well as using an persistent opt out mechanism to aggresively scan your phone's contacts in order to constantly nag about inviting them whilst the app harvests your data. the practices are unethical and makes one question how the company treats private data. linkedin is an important tool to use today but with the way the company behaves, it is better to uninstall the app and rely on the web version when its needed.",0
com.linkedin.android, so unstable after daily updates had it 4 stars for a long time. this week there were daily updates and the latest one didn't fix my problem. i get a pure white screen upon launch. that would be fine if this was a  flashlight app. i uninstalled and reinstalled. still a flashlight.,0
com.linkedin.android," good app but......... why do post come up in a random order on the home screen, i have 4 day old posts at the top and have to scroll down to find new posts which are buried between 1 day to 1 week old posts, it needs to have an option for what order you want the posts in.",0
com.linkedin.android, bad app for a great site linkedin is great but the app sucks. i always have problems opening the app. most of the times it asks me to retry or try later because the feed never loads. there are a bunch of other bugs.,0
com.linkedin.android," facebook ripoff used to see my connections new connections in news feed, now all i see is silly opinion posts.  no longer a networking site at all :-(",0
com.linkedin.android, not able to see recently connected people hi i am not able to see the recently connected people in the notification tab.from where i can see the people with whom i connected recently.,0
com.linkedin.android," unable to send message or update this new version does not allows sending messages nor does it updates the status. it keeps suggesting to come back. linkedin what happened, your app was one of the best.",0
com.linkedin.android, unsatisfactory version older version was more user friendly than this one. i can't see my rank among my connection and colleagues. this is really bad. i wish to revert back to old version.,0
com.linkedin.android," issues with address book contacts i have turned off the feature to update my android contacts based on linkedin information. but it still keeps updating with unwanted title on my address book. i have uninstalled the app n reinstalled it, cleared the data for the app but made no difference. i am using galaxy s6 and would really appreciate if anyone can solve this issue. the best option seems to uninstall the app for good and use just the broswer.",0
com.linkedin.android," updated version is down not able to sent connection request, no contacts synchronization . please develop soon",0
com.linkedin.android," down to 1 star after backward redesign this app design was perfectly adequate as of fall 2015, then one of these useless all new! redesigns was perpetrated.  now the old controls that let me manage the notification sound (silent, vibrate, etc.) are nowhere to be found.  had to turn off notifications totally to keep my phone quiet. that is unforgivably incompetent.  i find the overall design more confusing than prior layout, as many other reviewers do.   boo!  from 4 stars to 1.",0
com.linkedin.android," not good although most if the update is ok, you can not inbox people for free anymore.... why should i hand over my bank details for a free trial??? complete rip off",0
com.linkedin.android,"  even though i am loving the new update, but this breaks the default contacts app on the note 5. under accounts linkedin sync has no account header name and that breaks editing of contacts.  update: opened a ticket with linkedin support and they agreed that the contacts app break on merged contacts is a bug. this is with their engineering team to be fixed. update2 : contacts force close exists as off version 4.0.11. update3 : finally the contacts bug has been fixed.",0
com.linkedin.android, doesn't work challenge page fails to load. it's so secure even i can't get in.,0
com.linkedin.android," contacts sync won't work contacts don't sync anymore, app crashes. i've tried uninstalling, clearing data and cache, updating but the issue persist. shouldn't had released this version with so many bugs!",0
com.linkedin.android, it is fine.. and getting better.. working quite well for me at the minute. i liked the recent layout changes and messaging facilities. websites links are handled better and able to open in browser as well. the problem with notifications still exists.  i can't tell if someone accepted my connection request or send me an invitation. notifications appear for a second and go away.,1
com.linkedin.android," why can't i share my achievements? recently discovered that there is a feature for sharing any kind of achievement, however i can't accomplish it on my profile",0
com.linkedin.android," the worst!! this newer version/update might look nice, but i stopped getting all push notifications. also, the app doesn't even work most of the time. nothing loads and it keeps telling me to try again. it worked fine before until the most recent update. same as other apps, it just gets worse and worse. don't fix it if it's not broke!!!",0
com.linkedin.android, not able send requests to connect not able to send requests to connect even i uninstalled this app. older version was much much better.,0
com.linkedin.android," organization logo whenever i try to add my organization, on my status it displays linkedin's organization logo, however on my profile the logo isn't there and it looks very plain. can someone explain to me why this may be happening?  (this is on a desktop, by the way)",0
com.linkedin.android," still rubbish, still can't log in. fb inspired interface is completely unprofessional. can't log into the app with my password. works on the website, not on the app. takes me back and forth from the login screen to verification and back..the facebook inspired interface is just too unprofessional.",0
com.linkedin.android," updates poorly current update clears the cache forcing you to log in again, and of course i have not logged in in over three years and don't know the password.  try to do a password reset and the app says the email is not valid.  why would you clear auto login information in an update?",0
com.linkedin.android,"  i do not want to search for new connections every time i open the app. no means no, just live with it and keep the experience smooth.",0
com.linkedin.android, groups??? ** edit: i changed my rating from one to three stars due to linkedin's response to my review. glad groups is still in the app but i dont iike that it is not as straightforward to access them as before.,1
com.linkedin.android, smh linkedin will not allow me to send connection request through android. but on the other hand i am able to send connection request via ipad! hello....please fix.  the new set up is fancy but horrible.,0
com.linkedin.android," the old one is better the previous version kept track of group conversations better.  now, i cannot see new activity within groups i follow.",0
com.linkedin.android, good thank you for your previous reply. but i think you guys got me wrong. my friends are not able to endorse my skills and not the opposite. i dont know how to enable the endorsement.,0
com.linkedin.android, app requires frequent login password why the hell this app everytime requires password to open...this is not expected from proffesional app like this...who the hell remembers password for each and every app or site?,0
com.linkedin.android," totally diferent from the web page do not use this app, use the web page instead, you will be able to do much more from there. it is almost impossible to apply to a job from here.",0
com.king.candycrushsaga, why do u do this to me ok so i can't unlock the next episode for 48 hours or i have to pay money to buy gold. so i wait and wait and 48 hours later you tell me to wait 24 more hours because i didn't pay money. so here i'm still waiting not going to pay you money. so how long with this take?,0
com.king.candycrushsaga, not happy with this app not one of my life or ticket requests come through. ..i get notified on fb that people have sent them..then when i open the app there is nothing there...having to pay to get to the next level really sux.,0
com.king.candycrushsaga, so disappointed my candy crush would not connect to fb so i uninstalled and reinstalled. still didn't work so i restarted my phone. that worked only i'm two levels back and all my power ups are gone....đ,0
com.king.candycrushsaga,  i get all these requests on fb but yet i go on candy crush and nothing getting very tired of it. then using the special candys they dont even do anything anymore what use to clear all rows no clears 3. no wonder no one plays this anymore,0
com.king.candycrushsaga, either make the moving forward process 3 bars or less time to wait you need to change the peramiters to move to the next episode....tired of waiting 3 days as you paid people up with other people who no longer play.,0
com.king.candycrushsaga, candy crush i rated it a 2 star because when i send out ticket request i never get them. i know for a fact that 6 people sent me tickets back and i only got 1,0
com.king.candycrushsaga, memory game the levels are so hard and less moves . l do no how to pass 95 levels but levels are so bour. chico bar is very hard to finish. please any of you send me life,1
com.king.candycrushsaga, it takes me two levels back and no boosters not happy with this game.i passed the hard level an i was two level forward to the hard level and i had boosters.after work i open the game no booster and i was two steps back .back to the hard level.after that the game switches its self off,0
com.king.candycrushsaga,  what is the point of having the jackpot when we spin the wheel if i never get it i mean has anyone ever got the jackpot if not i think it's completely pointless and should be taken off,0
com.king.candycrushsaga," umm.... while this game has gotten kinda old, and i've basically replaced it with the soda saga game, i still like playing this but for some reason, for i don't know how many days now, every time i go to open this game it'll load a little and then crash closed. fix please!!!!!!!!",1
com.king.candycrushsaga,  i have to call it one of the most addictive games ever.... but now i'm dropping my rating because it took all my bonus candy away with the last update.. fix that guys... not ok!,0
com.king.candycrushsaga," candy crush. i have been  having trouble playing on candy crush so in the end i uninstalled it , i then re-installed and signed back in, in doing this i'm back to my level but lost all my boosters.",0
com.king.candycrushsaga, lost power ups switched phones and lost my power ups. i had accumulated quite a lot. how do i get them back.,0
com.king.candycrushsaga,"  every time i play the moon struck game, it doesn't give me all the moves, takes my game and makes me lose. please fix this and i will give 5 stars!",0
com.king.candycrushsaga, booster should be internet independent why internet connection required to get daily spin? it should be  part of game itself. every time i have open net connection to get daily spin. unacceptable.,0
com.king.candycrushsaga,  it sucks right now the special  levels are rigged  i'm sure you can't win just waste your lives and boster f it ready to un install it,0
com.king.candycrushsaga," simple fun game this is the type of game that can be easy and difficult at the same time. each game is determined by how the candies drop, so sometimes you can fly through a level and other times you can be stuck for days. a good time filler when you have 5 mins to spare.",1
com.king.candycrushsaga,  the scoring system on facebook gains more points than mobile on jelly levels and i think that needs to be changed. e.g.  using a colour bomb with jellies on candies gives much more points on fb  than mobile. also there are no fish once  u finish jelly levels. please change the scoring system so it is the same for both platforms and that there is no bias against mobile.,0
com.king.candycrushsaga, i love playing candy crush but... why when u go to another episode  you have to wait for along time for example i was in level 50 and i passed it and had to wait 75 hours for episode 3 the game is good and very addictive but i don't like the waiting for the episodes đł by the way good đwork,0
com.king.candycrushsaga,  i had over 500 lives and the game wouldn't work so i uninstalled it and reinstalled it and i lost all my men. give them back and i will change my rating. my gold was still there but not my lives. not a happy camper.,0
com.king.candycrushsaga," where's my boosters? after the update all the boosters i gained has gone, i had more than 100 boosters from each and now you took them all! why???",0
com.king.candycrushsaga, was great i was going to give this 5 stars until the latest update causes it to constantly crash and force close. please fix it! i love playing this game!,0
com.king.candycrushsaga," frequently resets once again, it has reset and taken all stored boosters. this has gone on about four times now within a couple of weeks of each other. i don't understand why that information isn't stored, since things like your level and gold are retained.",0
com.king.candycrushsaga," awesome it's a great game that will test your patience. you may have to spend real money if you can't wait to move on or lack the skill needed to complete a stage. there are more than 1,000 stages, so far i'm up to level 82 and each level has at least 15 stages.",1
com.king.candycrushsaga," too many recent glitches i used to play this all the time. i'm level 500+ but now can't even log into the game, it started removing received boosters n not recording passed levels so they'd have to b replayed, now it tries to load for 5-8 mins then just kicks me off, haven't been able to play for weeks now. will b uninstalling soon if not fixed. really disappointed with candy crush now.",0
com.king.candycrushsaga,  can't  play at all every time i load game it freezes then goes back to my home screen even tho iv reinstalled it many times,0
com.king.candycrushsaga, 1 of our 2 favorite games! it is a delight playing this modern classic that is constantly renewing our interest.,1
com.king.candycrushsaga,"  i used to play this game almost 5 years ago and it was my absolute favorite! i recently re-installed it and i got to say, it's very slow and this will be the third time in less than a month that i've lost my boosters.... i have paid for them and it gets taken out of my account but i still don't have them!! i really love this game, please fix the app because it's such a great game. get with the program guys, it's just so slow! besides that we love this game.",0
com.king.candycrushsaga," suggestion. i given 5 stars to this game,  because i like it very much, but i have a suggestion to improve this game plz. when a color er bomb is mash with i striped candy, all of candies of the same color become striped and blast. but same action with tha rapped candy does not act like this. as works in candy crush soda saga. plz work on it. thanx. muhammad hanif karachi pakistan. no reply from admin, why ???????",1
com.king.candycrushsaga,  i think this game is such a load of rubbish it tries to con you into buying stuff from the instore app and cause you dont buy anything then you can be stuck on one part of the game for ages worsed app ive ever come across,0
com.king.candycrushsaga," not able to play, automatic closing since last two updates, not abke to play game. it closed suddenly in between automatically.",0
com.king.candycrushsaga," developers please read. i think there needs to be some kind of confirmation implemented when the 'buy extra moves for 9 gold bars' button is clicked. i recently didn't do so well on a level and i ran out of moves, when going to press 'end game' , i  pressed the extra moves by accident and it took 9 bars even though i had no intention of continuing. i felt hurt after saving them up for so long. please consider this.",0
com.king.candycrushsaga, boosters gone!!!! last update took all my boosters.  im going to be patient for them to be restored.  if not i will be uninstalling and moving on.  not happy!,1
com.king.candycrushsaga, hooked - but no cutting out it's a fab game and i'm hooked but i do get kicked out on occasions part way through a game.,0
com.king.candycrushsaga, complete bull was on 1186 and went to play and had lost all my boosters had over 100 different boosters saved up some i payed for never again,0
com.king.candycrushsaga, update does not address facebook issue sadly you all seem not to care that your game is now limited by mandatory facebook connection that doesn't work. deleting now...,0
com.king.candycrushsaga," not happy updated every week they say, erm get more levels added you can do it when not on mobile app and stop taking my  boosters off me lost all my swaps, lollies and colour bombs. get it sorted",0
com.king.candycrushsaga,  addictive!  the only negative is that you're never given gold bars.  you have to buy them.,0
com.king.candycrushsaga," for this new update....đ  didn't showing facebook massages in candycrush... no life, no help.... am helpless now.... plz do something.",0
com.king.candycrushsaga, what the hell!! stole all my boosters! all my boosters and power ups are gone.. return it now.. had more than 60 of each! what a cheap manner to manage the game!! return all power ups nowww!!!!,0
com.imangi.templerun2, book and their use as a great christmas navarro was gonna get a lot of different names for christmas is a screamer and i can't remember if my sis and baking and making everything so perfect for me to believe in things and i'll return to go over in a few minutes ago and i have a great day at home soon and their little room in the kids to school with your questions,0
